0.43;0.625;0.0;0.0;
0.392;0.555;11.0;0.808920383732;
0.455;0.537;101.0;0.0;
0.401;0.541;61.0;0.544220922045;
0.425;0.556;101.0;0.0;
0.373;0.2;11.0;0.943428729535;
0.402;0.201;21.0;0.679506553292;
0.441;0.551;1.0;0.0;
0.401;0.565;41.0;0.0;
0.411;0.503;101.0;0.0;
0.786;0.61;31.0;0.240731142789;
0.427;0.44;91.0;0.543491511579;
0.386;0.558;71.0;0.658238044002;
0.78;0.613;21.0;0.0;
0.41;0.42;101.0;0.678890811232;
0.563;0.707;11.0;0.779690873745;
0.462;0.529;0.0;0.0;
0.458;0.713;41.0;0.0;
0.502;0.503;61.0;0.0;
0.369;0.442;31.0;0.0;
0.475;0.482;71.0;0.0;
0.581;0.496;81.0;0.0;
0.587;0.54;11.0;0.0;
0.845;0.373;1.0;0.863607999583;
0.51;0.588;61.0;0.0;
0.163;0.619;1.0;0.909854370223;
0.38;0.568;61.0;0.0;
0.658;0.742;31.0;0.0;
0.768;0.49;61.0;0.0;
0.574;0.895;111.0;0.0;
0.216;0.797;101.0;0.0;
0.548;0.793;81.0;0.0;
0.378;0.488;111.0;0.0;
0.563;0.707;41.0;0.0;
0.608;0.546;0.0;0.0;
0.509;0.588;11.0;0.0;
0.455;0.469;51.0;0.0;
0.681;0.548;91.0;0.0;
0.22;0.361;71.0;0.0;
0.49;0.644;1.0;0.171505716509;
0.457;0.53;111.0;0.0;
0.338;0.924;11.0;0.0;
0.381;0.484;41.0;0.0;
0.827;0.314;101.0;0.633242014738;
0.73;0.578;31.0;0.0;
0.234;0.427;81.0;0.0;
0.413;0.571;61.0;0.0;
0.46;0.645;81.0;0.0;
0.581;0.561;101.0;0.0;
0.25;0.364;41.0;0.0310982098209;
0.485;0.491;51.0;0.0;
0.563;0.707;1.0;0.0;
0.433;0.477;0.0;0.0;
0.601;0.53;111.0;0.0;
0.47;0.488;11.0;0.0;
0.588;0.272;21.0;0.0;
0.657;0.336;71.0;0.0;
0.443;0.625;81.0;0.0;
0.605;0.367;91.0;0.0;
0.486;0.601;41.0;0.0;
0.616;0.389;11.0;0.0;
0.386;0.318;111.0;0.0;
0.419;0.519;91.0;0.0;
0.738;0.504;1.0;0.0;
0.283;0.519;21.0;0.0;
0.415;0.366;51.0;0.0;
0.32;0.499;111.0;0.0;
0.506;0.622;41.0;0.0;
0.265;0.585;61.0;0.0;
0.563;0.707;11.0;0.0;
0.566;0.615;0.0;0.0;
0.56;0.743;101.0;0.0;
0.24;0.402;31.0;0.0;
0.362;0.427;51.0;0.0;
0.716;0.491;101.0;0.0;
0.719;0.713;41.0;0.0;
0.448;0.36;91.0;0.0;
0.664;0.651;81.0;0.0;
0.737;0.36;21.0;0.0;
0.429;0.579;71.0;0.0;
0.127;0.85;1.0;0.908260971322;
0.543;0.557;111.0;0.0;
0.443;0.42;51.0;0.0;
0.654;0.291;11.0;0.511793405399;
0.51;0.485;31.0;0.0;
0.514;0.457;91.0;0.0;
0.59;0.637;1.0;0.712756824319;
0.563;0.707;31.0;0.0;
0.448;0.457;0.0;0.0;
